dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,label,x,y
0.8014603612789927,1.0191911754116953,0.0884501970949778,1.1035094303798136,1.9066924483188201,1.5980307946711516,-0.5684922897944532,-1.630452874114148,0.8055304026212367,-0.46921900933909144,-0.5708796985236637,-0.3864522507708745,0,1.6987536,-0.4579959
2.325548243733045,2.0643737545313017,0.4988968843407867,2.0928761674545178,4.05762960867897,0.5425779297190021,-0.3396629055734038,-1.630452874114148,0.8114381467139943,-0.2190463922416837,-0.4465221924149181,-0.23985630690065718,0,1.578188,-0.09877208
1.1465368629667028,3.9116731966961873,0.5767828521012867,-0.12226899836904238,5.462265353241336,1.040986227057517,-0.4942773543714102,-1.448873174081452,0.640113568024024,-0.23513114852197892,-0.5683214869694266,-0.42911969504818737,0,1.7198515,-0.20558362
-1.0792065729190263,-0.3468381489260226,-0.38504703548075964,-0.14170009631486308,-0.7663719383028953,5.0740283501977595e-14,5.497341765448934,-1.8712141060093523,3.871649586762429,9.113547829340888,3.4679678541601455,0.28213485772133157,1,-0.09029127,-2.3300254
-1.0245694601518056,-0.2496118624962918,0.4951880287331438,-0.14170009631486308,-0.7124566268954509,-1.1721141453262753,4.361234795681183,-1.3456417520258268,2.932318276013971,7.465094554634125,2.372058448897817,0.15471969155375956,1,-0.07042229,-2.3161266
-1.0245694601518056,-0.2496118624962918,0.6348882566210245,-0.14170009631486308,-0.7067813309578252,-1.1721141453262753,4.361234795681183,-1.3456417520258268,2.932318276013971,7.32782755686345,2.7138639371167113,0.14865230268863705,1,-0.07146387,-2.314551
-1.0245694601518056,-0.2496118624962918,-0.3739204686578311,-0.14170009631486308,-0.7124566268954509,-1.1721141453262753,4.361234795681183,-1.2760362003466266,2.932318276013971,7.465094554634125,2.372058448897817,0.15471969155375956,1,-0.07098612,-2.3164394
0.2579648711208497,1.9477022108156246,-0.2243299591495694,-0.14170009631486308,-0.48260714142160915,-1.016728029097209,0.1779862690023217,0.19240555899186151,0.04933915874826439,0.8052246411802247,-0.10912251298387568,-0.3461334731510283,2,-0.13905336,-0.94076365
0.7784552611664788,2.0497898115668423,0.8067318997751434,-0.14170009631486308,0.24950603453210915,-0.8261601507030708,0.8576713859183579,-0.4293367842682403,0.6519290562095392,1.8412078757771055,0.40280404359178335,-0.30013875110897087,-1,-0.21689354,-1.0911031
1.0410968207843467,2.317162099248602,1.144237760070643,-0.14170009631486308,0.17288953937416196,-0.8060562866087442,-0.5746768677463735,0.2660462151162326,-0.49417329778543445,-0.43017833875585054,-0.5614995894914612,-0.43146836170565417,-1,-0.148419,-0.99852806
0.7736625319763717,2.4241110143213054,1.5855915773801423,-0.14170009631486308,0.011143605151828875,-0.8692996924054801,0.8663297950510462,-0.4283280081569475,0.6342058239312665,1.8549501918224063,0.4086310810208789,-0.2993558622231486,-1,-0.21020119,-1.094936
0.6576784855757802,2.4046657570353593,1.176381175336881,-0.14170009631486308,0.04519538077758309,-0.8466828452993627,0.9022003471721837,-0.4263104559343619,0.6460213121167816,1.7693730419039422,0.40976806393387316,-0.22400280696275648,-1,-0.21026039,-1.0903428
0.9950866205593191,3.1484468482228003,1.5311950284680471,-0.14170009631486308,0.025331844995893037,-0.9861534024537537,0.8378807364722131,-0.4108425555612063,0.6046671034674784,1.8618213498450567,0.3510713210505452,-0.3234296954621829,-1,-0.19413576,-1.1155235
0.5809948185340671,2.2053518698544115,1.574465010557214,-0.14170009631486308,0.1558636515612848,-0.7306667962550192,0.21694911009941925,-0.13746422940086966,0.11432434376859794,0.825369627201177,-0.02853884902540857,-0.3606169175387401,-1,-0.19450861,-1.0229812
0.5809948185340671,2.2053518698544115,1.574465010557214,-0.14170009631486308,0.1558636515612848,-0.7306667962550192,0.21694911009941925,-0.13746422940086966,0.11432434376859794,0.825369627201177,-0.02853884902540857,-0.3606169175387401,-1,-0.19450861,-1.0229813
-0.11586800570750277,1.1455853477703455,0.22196899897012046,-0.13198454734195272,-0.37761416657553326,-0.9451080132611702,0.26766264930516537,0.3689413784680938,-0.1397086522199787,0.6979408784174789,0.057445483769781314,-0.16743908496209856,2,-0.20496316,-0.14266266
-0.42547831138842035,-0.021130089386424394,0.4445003354286916,-0.14170009631486308,-0.4627436056399191,-1.0280364526502677,1.1137129131278565,0.0878291021211792,0.43925026887026575,2.2573814241944534,0.5315673584883817,-0.2386819735719238,2,-0.105023876,-0.24378747
0.46692786380951845,2.3657752424634677,1.6214438482540232,-0.14170009631486308,-0.09384936969424709,-0.8089881001225001,0.6579095180713336,-0.27701159146303417,0.4097115484064778,1.5245099560058553,0.26835581413021387,-0.31873236214724937,-1,-0.21000732,-1.0685116
0.46692786380951845,2.3657752424634677,1.2752839915406906,-0.14170009631486308,-0.09384936969424709,-0.8089881001225001,0.6579095180713336,-0.27701159146303417,0.4097115484064778,1.5245099560058553,0.26835581413021387,-0.31873236214724937,-1,-0.2083897,-1.0723294
