dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,dim 12
0.30247604147369456,-0.7385032799846171,0.0509797369211716,0.7342987474197648,-0.7132611777145329,1.8802711187302672,1.9410512820913017,0.8657879196458477,0.4865685992398521,2.8559454021467032,0.3561595234916963,1.137144009301173,2.1589325807478272
-1.4922693689549988,-0.9874133613822188,0.7123680281192268,0.9835428063992212,1.5737800833243245,0.24312158589083654,0.4806256913565434,1.8245309829278535,-1.2168314911229958,0.553650069367583,-1.0705753435589016,-0.6420516073686138,1.7501715569430096
0.30247604147369456,-1.0496408817316192,-0.4781308960372726,1.0458538211440855,0.7161396104347528,0.7888380968373134,0.14871078437137106,0.8058664781907222,0.4865685992398521,2.0885136245536633,-0.8667560768373875,-0.048986401812018056,1.545791045040601
-0.05647304061204405,-0.14111908463037282,-0.4252198327414284,0.13611300586906935,-0.1415008624548187,0.5705514924587225,0.3478597285624745,0.6021335772432961,-0.5354714549778568,1.1675954914420148,-0.377589836705754,0.030088958928861445,0.7691450998114475
-0.8940208988121017,-0.19919810362315035,0.35962760614692635,0.19426995296427965,0.2396726810516595,1.5164601114326144,0.3478597285624745,1.944373865838105,-0.22318143841133584,0.8094606618985974,0.28821976791786497,0.8735594734982486,0.5844456742403804
1.1998487466880412,-1.1118684020810197,0.7123680281192268,1.1081648358889495,1.00201976806461,1.8802711187302672,1.8746683006942677,0.9856308025560984,-0.36513144594157204,2.280371568951923,-0.4591175433943596,-0.24667480366421665,2.431439929951039
1.268877416319917,-0.2406831171894132,0.20360780412072885,0.23581062946085166,0.6941488290786091,1.0826854488854174,1.083178907114236,0.7920384532395415,0.19174935283089867,0.8783327445031015,-0.6472584049834488,-0.4291564053739377,1.1492579151102882
-1.4922693689549988,0.1326820049069896,0.0509797369211716,-0.1380554590083332,1.00201976806461,1.8802711187302672,0.7461576169446813,2.1840596316586063,-1.2168314911229958,0.9373659581641031,0.3561595234916963,0.9394556074489748,1.2959926416043237
-0.05647304061204405,0.406483094444352,0.4213571799920826,-0.16297986490627925,0.3159073897529527,0.5705514924587225,0.6399448467094261,-0.2127980265464093,-0.6206414594959992,0.4769068916082789,0.07081255008157662,0.18823968041062009,0.4966377506082358
0.30247604147369456,-0.8007308003340173,1.1753398319578656,0.7966097621646289,3.0031808714736097,3.24456239609646,-0.6478849923930426,0.5062592709150954,0.2736435879444961,3.239661290943223,-0.5610271767551166,-1.2351168129252097,0.9326495093333744
0.30247604147369456,1.1698073440636598,0.8446456863588379,-1.1765723714227314,0.04908590929841749,-0.12068942140681654,0.369987389028157,0.5661807123702207,-0.8619564722974041,0.6176027175003375,0.5260089124262844,0.9724036744243478,1.1975872099476066
-0.05647304061204405,0.10779099676722906,-0.5839530226289615,-0.1131310531103872,-0.9419653038184188,1.1162680034051995,-0.5283956258783805,0.8178507664817475,0.4013985947217096,0.24667735833036705,-0.05147900995133168,-0.4443632055164152,0.17871250987115556
0.30247604147369456,0.039340724382888895,0.7785068572390323,-0.04458893689103701,0.2873193739899671,1.0616963523105518,0.3810512192609917,1.2552772891041626,-0.578056457236928,0.07400520837193297,-0.4081627267139811,-0.3949411050533656,0.8531681991491045
